fecha,timestamp,R:v,R:i,R:p,R:q,S:v,S:i,S:p,S:q,T:v,T:i,T:p,T:q
2023/06/23 01:15:01,1687493701,227.3,1.2,46,3,230.2,1.3,83,-30,229.0,1.0,35,-21
2023/06/23 01:30:00,1687494600,228.7,1.1,50,8,231.5,1.1,78,-35,230.2,1.2,39,-17
2023/06/23 01:45:00,1687495500,229.8,1.1,42,2,233.1,1.3,82,-34,231.7,1.0,26,-4
2023/06/23 02:00:00,1687496400,229.3,1.0,48,-3,232.2,1.4,80,-29,230.9,0.9,37,-31
2023/06/23 02:15:00,1687497300,229.6,0.9,42,5,232.5,1.3,79,-32,231.2,1.0,37,-25
2023/06/23 02:30:01,1687498201,229.1,1.2,30,-5,232.0,1.3,91,-26,230.7,1.2,46,-22
2023/06/23 02:45:00,1687499100,230.0,0.8,48,-2,232.6,1.1,83,-22,231.3,1.2,27,-27
2023/06/23 03:00:00,1687500000,229.2,0.9,38,0,232.1,1.2,77,-37,230.6,1.0,40,-29
2023/06/23 03:15:00,1687500900,229.2,1.0,42,5,232.1,1.3,78,-27,230.4,1.2,34,-40
2023/06/23 03:30:00,1687501800,228.8,1.0,36,1,231.7,1.1,81,-25,230.4,1.1,37,-17
2023/06/23 03:45:01,1687502701,229.4,0.9,50,9,231.9,1.2,76,-36,230.7,1.1,27,-27
2023/06/23 04:00:01,1687503601,229.3,1.1,35,-3,231.9,1.2,85,-24,230.7,1.2,32,-30
2023/06/23 04:15:01,1687504501,226.7,1.0,46,8,229.5,1.3,84,-31,228.2,1.2,34,-27
2023/06/23 04:30:01,1687505401,226.7,1.2,44,14,229.5,1.3,73,-31,228.0,1.2,35,-26
2023/06/23 04:45:00,1687506300,226.5,1.2,42,7,229.4,1.2,83,-35,227.8,1.2,14,-26
2023/06/23 05:00:00,1687507200,226.4,1.0,41,8,229.2,1.2,80,-31,227.7,1.1,32,-22
2023/06/23 05:15:00,1687508100,226.2,1.0,46,4,229.2,1.3,81,-22,228.0,1.0,27,-35
2023/06/23 05:30:00,1687509000,228.0,1.1,36,-5,230.7,1.2,75,-26,229.1,1.0,27,-28
2023/06/23 05:45:00,1687509900,227.8,1.0,30,-5,230.9,1.2,88,-33,228.9,1.0,10,1
2023/06/23 06:00:00,1687510800,227.3,1.1,59,5,229.6,1.2,83,-22,228.5,1.2,33,-39
2023/06/23 06:15:00,1687511700,229.9,0.9,43,5,232.3,1.2,87,-24,230.9,1.0,25,-20
2023/06/23 06:30:01,1687512601,228.0,1.0,44,2,230.3,1.2,83,-36,228.8,0.9,26,-22
2023/06/23 06:45:00,1687513500,227.7,0.9,42,7,230.3,1.2,88,-39,229.0,1.1,30,-39
2023/06/23 07:00:01,1687514401,228.2,1.2,42,-6,230.7,1.2,87,-17,229.6,1.2,34,-15
2023/06/23 07:15:00,1687515300,228.0,1.2,38,11,230.4,1.3,77,-34,229.1,1.2,25,-15
2023/06/23 07:30:01,1687516201,227.4,1.1,32,0,230.1,1.2,91,-30,228.8,1.1,35,-83
2023/06/23 07:45:00,1687517100,226.7,1.2,34,-1,229.2,1.2,75,-19,228.1,1.1,23,-27
2023/06/23 08:00:01,1687518001,226.6,1.1,32,-6,228.8,1.2,66,-28,227.5,1.2,28,-22
2023/06/23 08:15:00,1687518900,227.9,1.1,38,-4,230.2,1.2,87,-17,228.9,1.1,40,-6
2023/06/23 08:30:00,1687519800,227.2,1.0,57,-3,229.5,2.2,268,-48,228.3,2.2,164,58
2023/06/23 08:45:00,1687520700,227.2,1.4,112,-22,229.3,2.8,335,-57,228.1,2.6,221,79
2023/06/23 09:00:01,1687521601,226.9,1.4,89,-9,229.0,2.8,333,-54,227.6,2.6,217,91
2023/06/23 09:15:00,1687522500,229.0,1.3,91,-22,231.2,2.8,337,-58,229.8,2.5,217,73
2023/06/23 09:30:01,1687523401,228.7,1.1,64,2,231.1,2.4,283,-52,229.6,2.1,175,49
2023/06/23 09:45:01,1687524301,229.0,1.4,106,-14,231.1,2.8,334,-57,229.8,2.5,204,75
2023/06/23 10:00:00,1687525200,228.0,1.2,25,14,230.3,1.5,116,-13,228.9,1.1,39,-26
2023/06/23 10:11:54,1687525914,226.7,1.5,92,-8,229.1,2.9,334,-72,227.7,2.7,217,83
2023/06/23 10:15:01,1687526101,227.0,1.5,99,-3,229.2,2.9,328,-77,227.7,2.7,237,79
2023/06/23 10:20:00,1687526400,226.6,1.5,107,-8,228.9,2.9,325,-54,227.3,2.7,225,90
2023/06/23 10:25:01,1687526701,226.5,1.4,104,-11,229.0,2.9,328,-73,227.7,2.7,222,87
2023/06/23 10:30:00,1687527000,226.4,1.4,101,-7,228.8,2.9,342,-48,227.2,2.7,231,87
2023/06/23 10:35:01,1687527301,226.9,1.2,42,19,229.3,1.3,127,-4,227.8,1.2,43,-12
2023/06/23 10:40:00,1687527600,227.1,1.3,83,-5,229.2,2.8,326,-63,227.8,2.6,216,77
2023/06/23 10:45:01,1687527901,226.5,1.2,40,5,228.8,1.5,156,-23,227.6,1.2,63,-12
2023/06/23 10:50:00,1687528200,226.6,1.2,37,-4,229.2,1.5,162,-18,227.7,1.4,58,6
2023/06/23 10:55:01,1687528501,227.1,1.2,49,5,229.5,1.4,161,-22,228.3,1.3,58,-7
2023/06/23 11:00:01,1687528801,226.6,1.2,45,5,229.0,1.5,151,-20,227.6,1.4,60,3
2023/06/23 11:05:00,1687529100,226.5,1.3,58,20,228.8,1.5,148,-20,227.5,1.4,58,8
2023/06/23 11:10:01,1687529401,227.6,1.2,47,-2,230.2,1.6,147,-12,228.6,1.3,66,-6
2023/06/23 11:15:00,1687529700,227.8,1.3,52,8,230.2,1.5,143,-20,228.6,1.2,44,-9
2023/06/23 11:20:01,1687530001,227.1,1.1,47,10,229.5,1.5,144,-30,228.0,1.2,65,-3
2023/06/23 11:25:00,1687530300,226.9,1.2,20,4,229.6,1.4,141,-24,228.2,1.1,55,4
2023/06/23 11:30:01,1687530601,226.4,1.2,27,7,228.9,1.5,157,-9,227.5,1.3,57,1
2023/06/23 11:35:00,1687530900,226.4,1.2,38,1,228.9,1.6,156,-25,227.6,1.4,59,-4
2023/06/23 11:40:00,1687531200,226.5,1.1,39,-1,229.5,1.4,150,-21,227.7,1.2,54,4
2023/06/23 11:45:01,1687531501,226.9,1.2,38,5,229.5,1.4,161,-13,228.2,1.3,72,6
2023/06/23 11:50:00,1687531800,226.4,1.2,43,2,229.2,1.5,148,-28,227.8,1.4,58,-13
2023/06/23 11:55:01,1687532101,227.1,1.2,70,20,229.6,1.5,146,-30,228.6,1.3,51,2
2023/06/23 12:00:00,1687532400,227.5,1.2,14,6,230.4,1.5,150,-4,228.9,1.2,55,-1
2023/06/23 12:05:00,1687532700,227.0,1.1,42,7,229.8,1.5,147,-11,228.5,1.4,54,0
2023/06/23 12:10:00,1687533000,227.1,1.2,52,13,229.9,1.4,154,-30,228.6,1.4,59,1
2023/06/23 12:15:01,1687533301,227.0,1.3,50,8,229.8,1.5,151,-16,228.3,1.1,57,-23
2023/06/23 12:20:00,1687533600,227.1,1.2,51,11,230.3,1.5,144,-9,229.0,1.4,68,2
2023/06/23 12:25:01,1687533901,227.1,1.2,47,7,229.7,1.4,144,-16,228.3,1.2,66,7
2023/06/23 12:30:00,1687534200,227.4,1.2,27,14,230.0,1.4,145,-5,228.6,1.3,63,-5
2023/06/23 12:35:01,1687534501,227.4,1.2,43,18,230.1,1.5,143,-23,228.9,1.3,54,-14
2023/06/23 12:40:00,1687534800,227.6,0.9,42,0,230.2,1.4,148,-25,229.1,1.2,55,1
2023/06/23 12:45:00,1687535100,227.7,1.2,49,2,230.3,1.4,153,-12,228.9,1.2,46,-14
2023/06/23 12:50:01,1687535401,227.2,1.2,25,18,229.9,1.4,153,-13,228.3,1.2,56,6
2023/06/23 12:55:00,1687535700,227.1,1.2,54,3,229.8,1.5,147,-21,228.4,1.4,55,-3
2023/06/23 13:00:01,1687536001,226.4,1.2,45,-1,229.1,1.4,141,-14,227.7,1.2,60,1
2023/06/23 13:05:00,1687536300,226.5,1.2,38,14,229.3,1.5,155,-20,228.0,1.2,50,-8
2023/06/23 13:10:01,1687536601,227.3,1.3,35,5,229.8,1.5,149,-13,228.6,1.4,49,-1
2023/06/23 13:15:00,1687536900,226.2,1.3,43,5,229.1,1.5,144,-15,227.5,1.2,58,-8
2023/06/23 13:20:01,1687537201,226.7,1.1,48,8,229.7,1.5,151,-17,228.1,1.2,56,9
2023/06/23 13:25:00,1687537500,227.5,1.3,52,16,230.2,1.2,134,-18,228.6,1.3,56,11
2023/06/23 13:30:01,1687537801,227.7,1.1,58,-8,230.2,1.5,141,-32,228.9,1.4,58,-13
2023/06/23 13:35:00,1687538100,227.7,1.3,39,2,230.4,1.5,147,-26,229.1,1.3,59,-2
2023/06/23 13:40:01,1687538401,228.1,1.1,44,5,230.9,1.5,153,-34,229.5,1.3,59,-19
2023/06/23 13:45:00,1687538700,227.3,1.3,44,-4,230.1,1.4,155,-14,228.8,1.4,52,-4
2023/06/23 13:50:01,1687539001,227.9,1.2,42,-8,230.6,1.5,157,-12,229.2,1.3,52,-8
2023/06/23 13:55:00,1687539300,227.9,1.2,40,-6,230.6,1.4,150,-21,229.2,1.2,60,6
2023/06/23 14:00:01,1687539601,227.7,1.1,38,7,230.3,1.5,150,-13,228.9,1.2,60,-8
2023/06/23 14:05:00,1687539900,227.7,1.1,49,6,230.3,1.4,148,-22,228.7,1.2,52,-11
2023/06/23 14:10:01,1687540201,227.6,1.1,47,11,230.4,1.4,162,-20,229.0,1.2,62,-1
2023/06/23 14:15:00,1687540500,226.9,1.1,42,5,229.7,1.5,146,-11,228.1,1.2,49,0
2023/06/23 14:20:01,1687540801,227.7,1.2,46,11,230.5,1.3,131,-4,229.0,1.1,36,-24
2023/06/23 14:25:00,1687541100,227.4,1.2,36,-7,230.2,1.3,132,-16,228.6,1.1,42,-14
2023/06/23 14:30:01,1687541401,228.2,1.1,52,5,230.6,1.4,124,-12,229.4,1.2,47,-20
2023/06/23 14:35:00,1687541700,227.6,1.2,31,-4,230.1,1.4,129,-7,228.7,1.2,52,-6
2023/06/23 14:40:01,1687542001,228.1,1.1,35,0,230.9,1.4,132,-13,229.4,1.1,41,-13
2023/06/23 14:45:00,1687542300,228.8,1.2,59,4,231.2,1.4,141,-9,230.0,1.2,31,-16
2023/06/23 14:50:01,1687542601,228.8,1.2,27,0,231.2,1.5,134,-26,230.1,1.2,40,-35
2023/06/23 14:55:01,1687542901,228.7,1.1,57,2,231.1,1.3,126,-5,229.5,1.1,44,-13
2023/06/23 15:00:00,1687543200,229.0,1.3,75,11,231.5,1.4,128,-7,230.2,1.2,26,-22
2023/06/23 15:05:01,1687543501,229.6,1.1,30,-15,232.2,1.4,135,-4,230.7,1.2,31,-26
2023/06/23 15:10:00,1687543800,229.9,1.2,37,15,232.6,1.5,129,-4,231.1,1.2,37,-12
2023/06/23 15:15:01,1687544101,229.1,1.2,46,-3,231.8,1.3,144,-13,230.4,1.1,44,-17
2023/06/23 15:20:00,1687544400,229.3,1.2,45,-5,231.7,1.4,126,-6,230.5,1.2,31,-18
2023/06/23 15:25:01,1687544701,229.5,1.2,36,-8,231.9,1.4,136,-15,230.5,1.2,38,-20
2023/06/23 15:30:00,1687545000,230.0,1.2,54,23,232.2,1.3,130,-6,230.8,1.2,36,-21
2023/06/23 15:35:01,1687545301,229.5,1.2,23,12,232.1,1.4,131,-6,230.7,1.2,34,-23
2023/06/23 15:40:00,1687545600,229.2,1.2,41,5,231.8,1.4,132,-13,230.1,1.2,34,-22
2023/06/23 15:45:00,1687545900,229.6,1.2,34,-11,232.3,1.4,133,-1,230.9,1.2,39,-26
2023/06/23 15:50:01,1687546201,229.1,1.2,25,6,231.9,1.4,126,-21,230.3,1.2,37,-27
2023/06/23 15:55:00,1687546500,229.9,1.1,41,-14,232.6,1.4,140,2,231.0,1.1,31,-21
2023/06/23 16:00:01,1687546801,230.1,1.2,21,-3,232.8,1.5,144,-6,231.7,1.3,39,-31
2023/06/23 16:05:00,1687547100,229.5,1.2,44,-13,232.1,1.4,128,-7,230.8,1.3,38,-28
2023/06/23 16:10:01,1687547401,229.7,1.2,43,2,232.5,1.2,130,-13,231.1,1.1,26,-21
2023/06/23 16:15:00,1687547700,229.4,1.1,51,-1,231.9,1.3,72,-18,230.8,1.1,31,-20
2023/06/23 16:20:01,1687548001,230.8,1.2,38,5,233.5,1.4,89,-16,231.9,1.3,42,-28
2023/06/23 16:25:00,1687548300,229.7,1.1,30,-14,232.5,1.4,94,-20,230.8,1.2,27,-21
2023/06/23 16:30:00,1687548600,229.5,1.0,49,-6,232.3,1.4,95,-22,231.1,1.2,39,-18
2023/06/23 16:35:00,1687548900,230.3,1.2,42,-2,233.7,1.4,83,-22,232.1,1.2,37,-16
2023/06/23 16:40:00,1687549200,230.3,1.2,54,4,233.1,1.4,79,-15,231.6,1.2,40,-20
2023/06/23 16:45:01,1687549501,230.4,1.2,36,5,233.3,1.4,85,-20,232.0,1.2,47,-25
2023/06/23 16:50:00,1687549800,230.8,1.2,51,20,233.3,1.4,85,-27,232.1,1.3,33,-23
2023/06/23 16:55:00,1687550100,227.1,1.3,49,4,230.0,1.2,83,-22,228.5,1.3,30,-23
2023/06/23 17:00:00,1687550400,227.0,1.0,44,4,229.8,1.1,87,-13,228.4,1.3,32,-31
2023/06/23 17:05:01,1687550701,227.7,1.4,57,4,230.4,1.3,95,-21,229.1,1.0,32,-25
2023/06/23 17:10:00,1687551000,227.2,1.0,49,10,229.7,1.2,86,-21,228.6,1.2,34,-26
2023/06/23 17:15:01,1687551301,227.3,1.2,44,-3,230.1,1.3,86,-12,228.8,1.2,37,-23
2023/06/23 17:20:00,1687551600,227.6,1.2,59,9,230.5,1.4,89,-10,229.0,1.3,44,-22
2023/06/23 17:25:01,1687551901,228.7,1.2,53,-5,231.3,1.3,80,-22,229.9,1.2,33,-20
2023/06/23 17:30:00,1687552200,228.2,1.1,53,11,230.8,1.4,83,-18,229.3,1.2,39,-31
2023/06/23 17:35:01,1687552501,227.4,1.2,67,21,230.0,1.3,82,-22,228.9,1.3,33,-22
2023/06/23 17:40:00,1687552800,227.7,1.2,40,3,230.5,1.2,86,-19,229.4,1.1,37,-22
2023/06/23 17:45:01,1687553101,227.5,1.3,61,5,230.5,1.4,88,-22,229.3,1.1,51,-20
2023/06/23 17:50:00,1687553400,226.9,1.1,38,2,229.7,1.3,73,-15,228.5,1.2,38,-33
2023/06/23 17:55:00,1687553700,228.7,1.2,55,4,231.7,1.2,85,-21,230.2,1.2,32,-22
2023/06/23 18:00:01,1687554001,229.2,1.3,61,21,232.1,1.2,80,-14,230.5,1.2,32,-25
2023/06/23 18:05:00,1687554300,228.8,1.2,34,1,232.1,1.2,82,-24,230.7,1.3,46,-15
2023/06/23 18:10:00,1687554600,229.1,1.2,42,11,232.6,1.3,84,-21,231.1,1.4,34,-25
2023/06/23 18:15:00,1687554900,229.3,1.2,74,35,232.4,1.2,81,-25,231.0,1.3,39,-14
2023/06/23 18:20:00,1687555200,228.3,1.3,64,5,231.5,1.3,69,-32,230.0,1.2,30,-31
2023/06/23 18:25:00,1687555500,228.0,1.2,56,9,231.6,1.3,79,-21,229.9,1.3,48,-18
2023/06/23 18:30:01,1687555801,228.3,1.1,39,7,231.7,1.3,82,-22,230.0,1.2,36,-26
2023/06/23 18:35:00,1687556100,228.3,1.2,36,2,231.8,1.4,84,-16,229.9,1.2,41,-14
2023/06/23 18:40:00,1687556400,227.0,1.1,52,13,230.5,1.3,99,-26,228.8,1.1,28,-23
2023/06/23 18:45:00,1687556700,227.7,1.2,66,15,231.0,1.3,91,-24,229.1,1.1,43,-14
2023/06/23 18:50:01,1687557001,227.0,1.2,26,11,230.5,1.3,83,-26,228.6,1.2,30,-21
2023/06/23 18:55:00,1687557300,227.3,1.2,51,14,230.7,1.3,87,-23,229.0,1.2,48,-29
2023/06/23 19:00:00,1687557600,227.0,1.4,36,12,230.5,1.2,76,-15,228.9,1.1,34,-31
2023/06/23 19:05:00,1687557900,226.4,1.2,42,-22,230.0,1.2,91,-22,228.0,1.3,38,-17
2023/06/23 19:10:01,1687558201,227.0,1.2,34,-6,230.3,1.4,90,-17,228.7,1.2,36,-4
2023/06/23 19:15:00,1687558500,226.5,1.2,53,1,230.1,1.4,80,-34,228.6,1.2,37,-21
2023/06/23 19:20:00,1687558800,226.6,1.2,45,9,230.4,1.2,87,-22,228.6,1.2,29,-23
2023/06/23 19:25:00,1687559100,226.2,0.9,34,-6,229.8,1.4,83,-14,228.0,1.2,31,-18
2023/06/23 19:30:00,1687559400,225.8,1.2,34,5,229.5,1.3,82,-23,227.7,1.2,41,-23
2023/06/23 19:35:00,1687559700,226.0,1.2,41,7,229.9,1.4,90,-32,227.9,1.2,47,-25
2023/06/23 19:40:00,1687560000,228.5,1.2,33,8,232.4,1.2,75,-12,230.5,1.3,34,-40
2023/06/23 19:45:00,1687560300,227.8,1.1,37,7,231.8,1.3,82,-32,229.8,1.3,40,-17
2023/06/23 19:50:01,1687560601,227.7,1.3,35,1,231.8,1.4,89,-13,229.9,1.2,36,-16
2023/06/23 19:55:00,1687560900,228.1,1.1,50,5,231.9,1.2,89,-13,230.1,1.3,38,-13
2023/06/23 20:00:01,1687561201,227.3,1.2,42,0,230.9,1.3,76,-24,229.0,1.2,40,-9
2023/06/23 20:05:00,1687561500,227.1,1.4,44,-5,231.0,1.3,81,-17,229.0,1.2,46,-33
